node,CLUSTER,s_eq,eigenvector_centrality,conexiones_anomalas,indice_frontera,d_anom,p_anom,degree_total
Corte Suprema,-1,0.02857142857142857,-0.0012276444196494902,56.34285714285714,1.9666805966919345,6,0.16666666666666666,116
Superintendencia de Casinos,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Consejo de Defensa del Estado,1,0.5555555555555556,0.00041020945777072766,2.2222222222222223,0.26001583392227884,0,0.0,10
Propietario del Terminal Internacional,1,1.0,-1.1742546725192491e-05,0.0,0.0,0,0.0,1
Gerardo Espíndola Rojas,0,0.0,0.0,2.0,0.5493061443340549,0,0.0,4
José Antonio Neme,-1,0.0,0.001002676320806971,21.0,1.545521226679158,2,0.16666666666666666,42
Karla Constant,-1,-0.6666666666666666,8.928488829614873e-06,1.666666666666667,0.16347154216862106,0,0.0,10
Javier Miranda,-1,-1.0,1.2115387735019887e-18,0.0,0.0,0,0.0,3
Ex Ministro de Defensa,0,-1.0,0.0,0.0,0.0,0,0.0,2
Renovación Nacional,-1,-0.07692307692307693,-0.022978247297564963,20.30769230769231,1.4118776071042165,3,0.25,44
UDI,-1,0.03225806451612903,-0.004534432546972486,19.35483870967742,1.4580574151884196,2,0.125,40
Evópoli,-1,-0.21739130434782608,-0.0017718865057590205,12.913043478260871,1.030236566033983,1,0.1111111111111111,33
Jeannette Jara,1,0.6470588235294118,0.030363137830230695,11.470588235294116,0.4453011054027875,3,0.3333333333333333,65
Pablo Bobio,1,1.0,0.0008691670997359983,0.0,0.0,0,0.0,1
David Acuña,1,0.8333333333333334,0.02666817766127338,1.7499999999999996,0.08430007597320661,0,0.0,21
Camila Vallejo,1,0.43283582089552236,0.06858241979869951,96.70149253731344,1.2993495504139263,14,0.18421052631578946,341
Elisa Quinteros,1,0.0,0.01951896945270636,2.5,0.626381484247684,0,0.0,5
Gaspar Domínguez,1,0.4177215189873418,0.030749675910090216,35.22784810126582,1.0451398288093117,3,0.13043478260869565,121
Valentín Trujillo,1,1.0,0.019945833841348404,0.0,0.0,0,0.0,14
Ricardo Lagos,-1,0.052132701421800945,0.004010480220691862,130.80568720379148,2.313425958006562,30,0.2702702702702703,276
Guillermo Teillier,1,0.4117647058823529,0.039501502859178854,47.05882352941177,1.138948750236408,5,0.125,160
Kathya Araujo,1,1.0,-0.019518969452706356,0.0,0.0,0,0.0,8
Daniel Soto,1,1.0,-0.019518969452706345,0.0,0.0,0,0.0,4
Rodrigo Barros,1,1.0,1.6912154852769273e-19,0.0,0.0,0,0.0,3
Augusto Pinochet,-1,-0.05714285714285714,-0.026265241765085195,45.25714285714285,1.8075589206030185,3,0.09090909090909091,96
Gustavo Petro,1,0.6190476190476191,0.006675211656344575,16.57142857142857,0.5459569916794483,0,0.0,87
Charle Gamba,1,1.0,-0.00019108283168587113,0.0,0.0,0,0.0,1
Alexis Vega,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Ariel Nachari,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Rosanna Costa,0,0.8181818181818182,0.0,3.1818181818181808,0.13006782942642944,0,0.0,35
Carolina Tohá,1,0.3146853146853147,0.05165785088490641,75.04195804195804,1.48414670003393,10,0.20408163265306123,219
Ricardo Montero,1,0.3333333333333333,0.0011702262223880402,9.666666666666668,0.7890412047105391,1,0.125,29
Francisco Doren,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Alberto Collell,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Comisión para el Mercado Financiero,0,1.0,0.0,0.0,0.0,0,0.0,7
Asociación de Aseguradores de Chile,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Daniel Jadue,1,0.509090909090909,-0.019299240007068133,31.663636363636368,0.8557189579606345,2,0.07407407407407407,129
Sebastián Piñera,1,0.3368421052631579,0.0032691946399362897,112.07368421052632,1.5677184198341392,13,0.20634920634920634,338
Communist Party,1,0.4666666666666667,-0.01859525805106253,4.533333333333333,0.4562107751185034,0,0.0,17
Socialist Democratic Party,1,1.0,0.019518969452706363,0.0,0.0,0,0.0,2
Álvaro Elizalde,0,0.26153846153846155,0.0,68.3076923076923,1.565005255438819,0,0.0,185
Raúl Soto,0,0.35251798561151076,0.0,63.12949640287769,1.347055387891449,0,0.0,195
Francisco Chahuán,0,0.10909090909090909,0.0,69.93636363636364,1.8984306929808445,0,0.0,157
Javier Macaya,-1,0.07784431137724551,-0.031217145725866684,99.59281437125748,2.1260672078400975,17,0.18888888888888888,216
Ximena Rincón,0,0.12149532710280374,0.0,132.65420560747663,2.1502525957226015,0,0.0,302
Ignacio Sánchez,0,-1.0,0.0,0.0,0.0,0,0.0,11
Marisol Durán,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Valentina Rosas,0,0.0,0.0,3.5,0.7520386983881371,0,0.0,7
Pía Mundaca,0,1.0,0.0,0.0,0.0,0,0.0,6
Contraloría,0,0.5,0.0,16.5,0.7155502202323671,0,0.0,66
Ministerio Secretaría General de Gobierno,0,0.2,0.0,3.2,0.5740338101157291,0,0.0,8
Chile Vamos,-1,0.06422018348623854,0.00706885772963925,65.03669724770641,1.9605572562101046,8,0.13793103448275862,139
Héctor Barría,0,0.7777777777777778,0.0,1.5555555555555554,0.10425218206588112,0,0.0,14
Camilo Mirosevic Verdugo,1,1.0,0.0026328357473608885,0.0,0.0,0,0.0,4
José Antonio Kast,1,0.1464968152866242,-0.04275329311750323,93.03184713375796,1.9390028415315113,17,0.2537313432835821,218
Giorgio Jackson,1,0.4457831325301205,0.0016078704128463807,85.34939759036145,1.2354607475727517,7,0.10144927536231885,308
Miguel Crispi,1,0.8571428571428571,0.020978598039529114,1.3571428571428577,0.061246445132230154,0,0.0,19
Felix Raj,0,0.0,0.0,1.5,0.45814536593707755,0,0.0,3
padre del estudiante,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Gaurav Banerjee,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Ashish Mitra,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Ministra Orellana,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Heraldo Muñoz,1,0.2903225806451613,0.024866631674562285,12.419354838709678,0.9214089875334609,3,0.2727272727272727,35
Warnken,0,0.3333333333333333,0.0,1.3333333333333335,0.28243262012906795,0,0.0,4
Mario Desbordes,-1,-0.04,0.0008321357724464219,49.92,1.886522771370819,12,0.3333333333333333,104
Francisca Hernández,1,0.3333333333333333,0.0011392740519085807,1.3333333333333335,0.28243262012906795,1,1.0,4
José Toro Kemp,-1,0.25,0.020259789432208065,3.0,0.5198603854199589,3,0.6,8
Paulina Nuñez,0,0.42857142857142855,0.0,2.0,0.31388922533374564,0,0.0,7
Aldo Mardones,1,0.11764705882352941,0.0073840383363281215,18.970588235294116,1.3209973248275888,5,0.3333333333333333,43
La derecha,1,0.0,-0.001073832852292919,1.0,0.34657359027997264,0,0.0,2
Partido de la Gente,-1,0.030303030303030304,-0.001988653016261851,21.333333333333336,1.505978342168658,2,0.11764705882352941,44
Gary Medel,0,1.0,0.0,0.0,0.0,0,0.0,8
Junta Electoral,0,1.0,0.0,0.0,0.0,0,0.0,5
Vocales de mesa,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Secretarios de Juntas Electorales,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
TECHO,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Centro Latinoamericano para el Desarrollo Social,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Soledad Onetto,-1,-0.2727272727272727,-0.0007953561070345455,6.909090909090909,0.7520046712204411,0,0.0,19
Osvaldo Andrade,1,0.5555555555555556,-0.015462676895885628,2.0,0.24413606414846883,0,0.0,9
Apruebo Dignidad,1,0.4074074074074074,0.028732913438040814,19.85185185185185,0.8999830406326996,0,0.0,67
Partido Comunista,1,0.3411764705882353,-0.013864422641105477,33.6,1.1673870952680354,0,0.0,102
Partido Republicano,-1,0.03571428571428571,-0.02784139549287266,33.267857142857146,1.7039930489706943,3,0.10344827586206896,69
Pablo Jaramillo,0,1.0,0.0,0.0,0.0,0,0.0,2
Javier Soto,0,1.0,0.0,0.0,0.0,0,0.0,1
Vlado Mirosevic,1,0.35766423357664234,0.04922114391049616,52.02919708029197,1.2753071285237618,12,0.2727272727272727,162
Karol Cariola,1,0.5048543689320388,0.06525967130136354,61.150485436893206,1.0223664566091577,8,0.1568627450980392,247
Eduardo Frei,-1,0.16,0.02358844343573696,25.2,1.3716189525221614,7,0.2413793103448276,60
Michelle Bachelet,1,0.4782608695652174,0.05764748443552497,72.26086956521739,1.1201808591801685,13,0.24074074074074073,277
María Loreto Ried,0,1.0,0.0,0.0,0.0,0,0.0,6
Cecilia Castro,0,0.0,0.0,1.5,0.45814536593707755,0,0.0,3
Marcos Rivas,0,0.0,0.0,5.0,0.8958797346140275,0,0.0,10
Nicolás Grau,0,0.55,0.0,13.95,0.6085600424632565,0,0.0,62
Gianina Figueroa,0,0.5,0.0,1.75,0.25290022791961997,0,0.0,7
Juan Pablo Swett,0,-0.3333333333333333,0.0,2.666666666666667,0.43309432804342035,0,0.0,8
Diego Valda,0,-1.0,0.0,0.0,0.0,0,0.0,5
Belén Cuentas-Zabal,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Carolina Ratto,0,1.0,0.0,0.0,0.0,0,0.0,6
Felipe Camargo,1,1.0,-0.01951896945270636,0.0,0.0,0,0.0,1
Pedro Pablo Larraín,0,1.0,0.0,0.0,0.0,0,0.0,4
Francisca Valenzuela,1,1.0,0.004824155962902468,0.0,0.0,0,0.0,12
Alfredo Harz,1,1.0,0.0001380950042249985,0.0,0.0,0,0.0,2
Felipe Kast,-1,-0.03125,-0.02526508197016076,39.71875,1.7954273266262293,1,0.03225806451612903,82
Mario Marcel,1,0.673469387755102,0.04439321749588458,42.12244897959184,0.6145377501233356,7,0.21875,258
Alejandra Pérez,0,-0.23076923076923078,0.0,7.692307692307692,0.8317071004810782,0,0.0,20
Víctor Chanfreau,-1,-0.09090909090909091,-0.015477752494555725,12.272727272727272,1.1753233404136207,3,0.3,27
Yasna Provoste,1,0.43661971830985913,-0.007005606417861958,26.47887323943662,0.9333570319948721,5,0.25,94
Francisco Huenchumilla,1,0.2,0.018388472545264982,30.0,1.3735948817940586,5,0.20833333333333334,75
Matías Walker,1,0.09090909090909091,-0.014573760642520897,112.72727272727272,2.151728744394791,39,0.4875,248
Jeanette Vega,1,0.5,-0.01207111159777059,13.75,0.6728107706964572,0,0.0,55
Ximena Peralta,1,0.7777777777777778,0.03080026849974537,2.111111111111111,0.12610888142655383,0,0.0,19
Magdalena Vergara,1,0.0,2.439917003155748e-19,3.0,0.6931471805599453,0,0.0,6
Ruth Hurtado,-1,0.1111111111111111,-0.000829862363951748,17.333333333333332,1.2927648429174938,5,0.3333333333333333,39
Damaris Abarca,1,0.0,0.0008579248668107705,2.0,0.5493061443340549,1,1.0,4
Antonia Orellana,1,0.4230769230769231,0.04038668091558183,20.48076923076923,0.8847571386022423,2,0.13333333333333333,71
Eric Aedo,-1,0.30434782608695654,0.0006910519827182225,30.608695652173914,1.201193830123259,10,0.2222222222222222,88
Juan Sutil,1,0.47058823529411764,0.0001820402593259511,15.352941176470589,0.7396961743149937,3,0.3333333333333333,58
Joe Biden,1,0.48148148148148145,0.024273567770601703,24.111111111111114,0.8356730723537952,7,0.5,93
Francisco Muñoz,-1,0.17647058823529413,-0.021867856087069582,36.23529411764706,1.4894587968597481,0,0.0,88
María José Hoffmann,0,0.23809523809523808,0.0,8.761904761904761,0.8679952538723752,0,0.0,23
Contraloría General de la República,1,0.45098039215686275,0.01891811340940108,32.94117647058824,0.9675451943985564,2,0.14285714285714285,120
Presidente,1,0.725,0.015772518883374036,13.475000000000001,0.3674581657256206,0,0.0,98
Mario Waissbluth,-1,-0.15384615384615385,0.024737324976970867,12.692307692307692,1.107122158505232,6,0.5454545454545454,30
Aline Kuppenheim,1,0.5,0.001045755760599719,3.0,0.34657359027997264,1,0.3333333333333333,12
Servicio Nacional de Turismo,1,0.2727272727272727,0.0006170863227185466,5.090909090909091,0.657017216942762,0,0.0,14
Luz Poblete,-1,-0.25,-0.021526868232331457,24.0,1.2070784343255752,4,0.2222222222222222,64
Municipalidad de Cerro Navia,0,1.0,0.0,0.0,0.0,0,0.0,3
Municipalidad de Maipú,0,1.0,0.0,0.0,0.0,0,0.0,2
Jair Bolsonaro,-1,-0.4,-0.023886471759138484,29.099999999999998,1.021357551526449,2,0.09523809523809523,97
Yamagami Tetsuya,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Shinzo Abe,0,0.7142857142857143,0.0,3.4285714285714284,0.21258243648997613,0,0.0,24
Pablo,0,0.7142857142857143,0.0,1.2857142857142856,0.11809693902635256,0,0.0,9
Gonzalo Winter,1,0.22727272727272727,0.0031469145483784505,22.022727272727273,1.2118225408094814,1,0.058823529411764705,57
Alcaldesa de Providencia,-1,-1.0,-3.4970295308790283e-06,0.0,0.0,0,0.0,1
Evo Morales,1,0.47368421052631576,0.02131552222270933,8.684210526315791,0.5974991522217225,1,0.2,33
Ana Lya Uriarte,1,0.3508771929824561,0.04678538547562398,45.43859649122807,1.2457091629168806,18,0.4864864864864865,140
Manuel José Ossandón,0,-0.02702702702702703,0.0,28.702702702702705,1.6497914797748419,0,0.0,59
María José Gatica,0,0.1111111111111111,0.0,10.666666666666666,1.0918825656983573,0,0.0,24
Héctor Lara,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Francis Espinoza,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Rodrigo Bustos,1,0.42857142857142855,0.019043276227534704,4.0,0.45983940355260006,1,0.5,14
Juan Carlos Díaz,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Barra de Rangers,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Marcelo Rojas,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
James Curl,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Frank Gehry,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Paty Maldonado,-1,-0.2727272727272727,-0.021180467775470845,6.545454545454546,0.7348892127266282,0,0.0,18
Carlos Briceño,1,1.0,-0.0001492149947543429,0.0,0.0,0,0.0,1
Carlos Margotta,1,1.0,-0.018975773998285494,0.0,0.0,0,0.0,4
Young protesters,1,1.0,-0.019518969452706366,0.0,0.0,0,0.0,1
Esteban Valenzuela,1,0.9090909090909091,0.004452739202866285,1.5000000000000004,0.041649578721552526,0,0.0,33
Mary Ng,0,1.0,0.0,0.0,0.0,0,0.0,2
José Miguel Ahumada,1,0.7037037037037037,0.002728260719385923,6.222222222222221,0.2929129914902841,2,0.5,42
Michael Gort,1,1.0,0.01951896945270636,0.0,0.0,0,0.0,1
Juan Antonio Coloma,-1,0.17333333333333334,-0.014146104591237394,35.54666666666667,1.4874171928768098,9,0.20454545454545456,86
Ricardo Lagos Weber,1,0.5294117647058824,0.0006799262606022491,14.117647058823529,0.6390265272562361,2,0.16666666666666666,60
Paulina Vodanovic,1,0.42857142857142855,0.04574073655323425,42.285714285714285,1.076520758986873,6,0.17647058823529413,148
Reserva Federal,1,0.5,-0.0011922666760060651,1.25,0.2027325540540822,0,0.0,5
Bank of America,1,0.7142857142857143,0.020823887386066164,1.7142857142857142,0.14264697573016102,0,0.0,12
Gobierno de extrema izquierda,1,1.0,-5.165499117763145e-19,0.0,0.0,0,0.0,1
Fidel Espinoza,-1,0.46153846153846156,-0.038242082815346176,18.038461538461537,0.7932780219934791,3,0.07894736842105263,67
Sebastián Edwards,1,0.8181818181818182,8.367199061998919e-05,1.2727272727272725,0.07463459564271183,0,0.0,14
Juan Gabriel Valdés,1,1.0,0.02154575883929811,0.0,0.0,0,0.0,10
Carlos Figueroa,1,0.3333333333333333,-0.019647076495421942,1.666666666666667,0.3269430843372421,0,0.0,5
Lucía Dammert,1,1.0,-0.014737737487909904,0.0,0.0,0,0.0,12
Ministerio de Salud,0,1.0,0.0,0.0,0.0,0,0.0,29
Víctor Torres,0,0.6,0.0,2.2,0.23263016196113617,0,0.0,11
Cristián Cuevas,1,1.0,-0.019518969452706345,0.0,0.0,0,0.0,3
Jorge Sharp,-1,0.25925925925925924,0.02005478310255984,25.925925925925924,1.219662819084885,7,0.20588235294117646,70
Christian Matheson,1,0.5,-0.0025502824450106413,1.0,0.17328679513998632,0,0.0,4
María Candelaria Acevedo,1,0.6,6.749393913694544e-05,2.2,0.23263016196113617,0,0.0,11
Natalia Romero,1,1.0,-0.0011412910839208419,0.0,0.0,0,0.0,1
Fernando Bórquez,1,-0.7142857142857143,-0.00020510887070245782,1.0,0.09902102579427789,0,0.0,7
Christian Moreira,-1,0.6666666666666666,-0.001759659414552377,1.0,0.11552453009332421,0,0.0,6
Francisco Zúñiga,0,0.0,0.0,3.0,0.6931471805599453,0,0.0,6
Daniel Núñez,1,0.45454545454545453,-0.01984627841602646,22.909090909090907,0.8657069343761983,0,0.0,84
Constanza Hube,-1,0.1111111111111111,-0.0038829584160375782,20.444444444444443,1.3624291606971848,3,0.15,46
Daniel Núnez,1,1.0,0.01951896945270636,0.0,0.0,0,0.0,2
Bárbara Sepúlveda,0,0.38461538461538464,0.0,18.76923076923077,0.918192839210364,0,0.0,61
Andrés Longton,0,0.3333333333333333,0.0,21.333333333333336,1.0353601102409524,0,0.0,64
Nicolás Núñez,1,1.0,-0.0006875554422363767,0.0,0.0,0,0.0,14
Fuad Chahin Valenzuela,0,0.25,0.0,3.375,0.5534649449285917,0,0.0,9
Rodrigo Logan,0,0.6,0.0,2.0,0.21972245773362198,0,0.0,10
Manuela Royo,1,0.6551724137931034,0.008583002343265218,6.8965517241379315,0.35628037475306307,0,0.0,40
Manuel Monsalve,1,0.5957446808510638,0.029432772869966314,24.45744680851064,0.6542889128417981,4,0.21052631578947367,121
Manuel Ahumada,1,1.0,-0.020789757877624375,0.0,0.0,0,0.0,2
Fuad Chahín,-1,0.1111111111111111,-0.007848404741750376,28.888888888888886,1.5099941343402752,3,0.12,65
Lautaro Carmona,1,0.5555555555555556,0.029108044973108385,6.444444444444444,0.4461040093454992,0,0.0,29
Gladys Marín,0,0.6,0.0,2.4000000000000004,0.24475508632442322,0,0.0,12
Oscar Guillermo Garretón,0,-0.3333333333333333,0.0,3.0000000000000004,0.4620981203732969,0,0.0,9
Karina Delfino,1,1.0,0.026994325940883787,0.0,0.0,0,0.0,17
Stingo,0,0.14285714285714285,0.0,8.571428571428573,0.9680496301438514,0,0.0,20
Felipe Delpin,1,0.2903225806451613,0.028182943123280374,27.67741935483871,1.1908777529456884,7,0.3181818181818182,78
Natalia Piergentili,1,0.5802469135802469,0.04547477410756813,21.197530864197528,0.6506133089642611,4,0.23529411764705882,101
Baradit,1,0.3333333333333333,-0.0006691787590335408,4.333333333333334,0.5579921445238906,0,0.0,13
Eduardo Barra,1,0.2857142857142857,-5.6724049807104094e-05,6.785714285714286,0.7329609116478161,0,0.0,19
Gonzalo De la Carrera,-1,0.3684210526315789,-0.02328605894946969,6.0,0.614497941806941,1,0.07692307692307693,19
Andrés Tagle,-1,0.09803921568627451,0.012186329386908367,41.03921568627451,1.6860365972103224,10,0.35714285714285715,91
Hugo Rodríguez González,1,1.0,0.019518969452706363,0.0,0.0,0,0.0,3
Joanna Pérez,0,0.21052631578947367,0.0,20.526315789473685,1.21155638560909,0,0.0,52
Flavia Torrealba,1,0.7058823529411765,-0.028845109369655734,6.1764705882352935,0.2898246618642706,2,0.4,42
Benjamin Netanyahu,0,0.0,0.0,2.0,0.5493061443340549,0,0.0,4
Amir Fuchs,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Yaniv Roznai,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Felipe Delpín,-1,0.05555555555555555,0.02158367216137437,25.5,1.5475405683574166,7,0.3684210526315789,54
Carlos Peña,-1,0.3333333333333333,-0.020420417988071437,6.666666666666668,0.6789606424203468,0,0.0,20
Pepe Auth,-1,0.06666666666666667,0.002339914596729684,18.2,1.3789581302157434,2,0.125,39
María Elisa Quinteros,0,0.35294117647058826,0.0,43.67647058823529,1.2292328458169328,0,0.0,135
José Ignacio Martínez,0,-1.0,0.0,0.0,0.0,0,0.0,2
Rector of the UDP,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
UDI parliamentary bench,-1,-1.0,-0.0007110400065778716,0.0,0.0,0,0.0,1
Daniela Dresdner,1,1.0,0.020851240693064783,0.0,0.0,0,0.0,30
Stefan Kramer,1,0.3333333333333333,0.0007077053764497755,1.3333333333333335,0.28243262012906795,0,0.0,4
Antonio Ruiz,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
José Santiago Aldunate,0,0.0,0.0,3.0,0.6931471805599453,0,0.0,6
Ramón Freire,0,1.0,0.0,0.0,0.0,0,0.0,4
René O'Ryan,0,1.0,0.0,0.0,0.0,0,0.0,1
Benjamín Vicuña,0,0.0,0.0,6.0,0.9729550745276566,0,0.0,12
Las indomables,-1,-1.0,-8.029444185042825e-19,0.0,0.0,0,0.0,1
Senadora Ebensperger,0,0.0,0.0,2.0,0.5493061443340549,0,0.0,4
Senador Coloma,0,1.0,0.0,0.0,0.0,0,0.0,3
Church of the Baptist,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Catholic Church,0,-1.0,0.0,0.0,0.0,0,0.0,4
Daniel Stingo,1,0.4864864864864865,0.006211906193661235,24.905405405405403,0.8356024506349732,2,0.10526315789473684,97
International Monetary Fund,1,1.0,1.3342365708211022e-18,0.0,0.0,0,0.0,2
Rodolfo Carter,-1,-0.125,0.017230317430316007,7.875,0.9551667717206473,1,0.14285714285714285,18
Eduardo Fuentes,0,-0.5,0.0,5.0,0.44793986730701374,0,0.0,20
Felipe León,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Mirosevic,0,0.0,0.0,3.5,0.7520386983881371,0,0.0,7
Nicolás Sepúlveda,0,1.0,0.0,0.0,0.0,0,0.0,6
Alberto Mayol,0,0.42857142857142855,0.0,4.571428571428571,0.49075757059266656,0,0.0,16
Pedro Ramírez,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Carolina Vallejo,0,1.0,0.0,0.0,0.0,0,0.0,5
Iván Torres,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Cristina Fernández,0,1.0,0.0,0.0,0.0,0,0.0,25
Carlos Arrué,0,0.3333333333333333,0.0,2.3333333333333335,0.4013242681086454,0,0.0,7
right-wing opposition,-1,0.6,-0.0023043722229086944,1.2000000000000002,0.15769147207285408,0,0.0,6
government,1,0.8461538461538461,0.003756872409567205,2.6153846153846154,0.09886140340373246,0,0.0,34
Adherents of Rechazo,1,0.3333333333333333,-0.0043896783268789225,3.333333333333334,0.48877902293114245,0,0.0,10
Jose Halabí,0,1.0,0.0,0.0,0.0,0,0.0,2
Adherents of Apruebo,0,1.0,0.0,0.0,0.0,0,0.0,2
Beatriz Sánchez,-1,0.16981132075471697,0.04215514008143568,26.9811320754717,1.3828994231865628,25,0.8064516129032258,65
Ottone,1,0.0,5.142139085215536e-19,1.0,0.34657359027997264,0,0.0,2
Marcela Cubillos,-1,0.06666666666666667,-0.027902976910836656,27.066666666666666,1.5561385618707468,1,0.041666666666666664,58
Yolanda Sultana,1,0.25,-0.0012416262267581895,3.75,0.5843042317674563,1,0.3333333333333333,10
Rodrigo Valdés,0,0.42857142857142855,0.0,12.285714285714285,0.7390540983136977,0,0.0,43
Andrea Butelmann,0,1.0,0.0,0.0,0.0,0,0.0,3
Klaus Kaempfe,0,1.0,0.0,0.0,0.0,0,0.0,8
José Pérez,1,1.0,-1.1830684976528401e-18,0.0,0.0,0,0.0,3
Claudio Aguirre,0,0.0,0.0,2.0,0.5493061443340549,0,0.0,4
José Luis Molina,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Fernando Larraín,0,1.0,0.0,0.0,0.0,0,0.0,6
Sergio Aratangy,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Nicolás Acuña Fariña,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Constanza Cea,0,1.0,0.0,0.0,0.0,0,0.0,4
José Miguel Insulza,1,0.37037037037037035,0.022832683628443033,23.296296296296298,1.004361234999554,5,0.29411764705882354,74
Camilo Celedón,0,0.0,0.0,1.5,0.45814536593707755,0,0.0,3
Máximo Pacheco,0,-0.5,0.0,3.0,0.34657359027997264,0,0.0,12
Alberto Undurraga,1,0.36363636363636365,0.03158277257824663,16.545454545454547,0.9115256551248003,3,0.21428571428571427,52
Simón Boric,0,0.1111111111111111,0.0,7.555555555555555,0.9540359308966508,0,0.0,17
Catalina Pérez,1,0.2972972972972973,0.010394614797951725,16.864864864864863,1.0128882987485677,3,0.23076923076923078,48
Gonzalo de la Carrera,-1,0.08695652173913043,-0.014474614701038937,51.1304347826087,1.8049723417622974,1,0.02,112
